,From,To,Taxonomy
3411,O74821,4896.SPBC337.10c.1,4896
3412,Q24573,7227.FBpp0071982,7227
3413,Q05AA6,10090.ENSMUSP00000115246,10090
3414,Q9SFB0,3702.AT3G08040.1,3702
3415,O49660,3702.AT4G22790.1,3702
3416,Q8H0V4,3702.AT3G62300.2,3702
3417,P43616,4932.YFR044C,4932
3418,Q9VVW5,7227.FBpp0305422,7227
3419,Q04949,4932.YMR299C,4932
3420,Q94464,44689.DDB0216177,44689
3421,Q5U4C9,10090.ENSMUSP00000004281,10090
3422,Q9NR20,9606.ENSP00000441755,9606
3423,A2CI98,10090.ENSMUSP00000087787,10090
3424,Q8TEA8,9606.ENSP00000366672,9606
3425,P24942,10116.ENSRNOP00000022319,10116
3426,P43006,10090.ENSMUSP00000079100,10090
3427,O13953,4896.SPAC23H4.12.1,4896
3428,Q12432,4932.YPR023C,4932
3429,Q9HAF1,9606.ENSP00000362166,9606
3430,P53911,4932.YNL136W,4932
3431,Q9SKK0,3702.AT2G25490.1,3702
3432,Q95RJ9,7227.FBpp0077715,7227
3433,C6Y4D3,4896.SPCC70.12c.1,4896
3434,P43605,4932.YFR027W,4932
3435,O54693,10090.ENSMUSP00000109409,10090
3436,P39998,4932.YEL015W,4932
3437,Q96G04,9606.ENSP00000398502,9606
3438,P25997,5476.C4YR46,5476
3439,Q09867,4896.SPAC12G12.02.1,4896
3440,P40516,4932.YIL064W,4932
3441,Q20402,6239.F44F4.2.1,6239
3442,Q23045,6239.T22B7.1a,6239
3443,Q19849,6239.F28B12.2a,6239
3444,Q6ZJM9,4530.OS08T0105000-01,4530
3445,O94236,4896.SPAC637.07.1,4896
3446,O43060,4896.SPBC4C3.07.1,4896
3447,Q91YD3,10090.ENSMUSP00000022535,10090
3448,Q9SJF3,3702.AT1G08370.1,3702
3449,O13828,4896.SPAC19A8.12.1,4896
3450,Q8CBY8,10090.ENSMUSP00000025505,10090
3451,Q9NX09,9606.ENSP00000307305,9606
3452,Q9NVP1,9606.ENSP00000263239,9606
3453,Q7L014,9606.ENSP00000416534,9606
3454,Q9NY93,9606.ENSP00000258772,9606
3455,Q38953,3702.AT3G26560.1,3702
3456,A2RT67,10090.ENSMUSP00000046774,10090
3457,Q7M6Y5,10090.ENSMUSP00000039912,10090
3458,Q9C5W0,3702.AT1G48300.1,3702
3459,O60231,9606.ENSP00000365625,9606
3460,Q96C10,9606.ENSP00000251642,9606
3461,Q84J70,3702.AT3G05700.1,3702
3462,Q0WPN0,3702.AT1G77680.1,3702
3463,Q8IYB7,9606.ENSP00000315569,9606
3464,O22268,3702.AT2G47420.1,3702
3465,Q9UNQ2,9606.ENSP00000199320,9606
3466,B6VQA1,7227.FBpp0305546,7227
3467,Q09933,4896.SPCC736.14.1,4896
3468,P40564,4932.YIR004W,4932
3469,P48732,3702.AT4G10180.1,3702
3470,Q9BY27,9606.ENSP00000248879,9606
3471,Q14129,9606.ENSP00000482514,9606
3472,Q8WYQ5,9606.ENSP00000263209,9606
3473,Q04217,4932.YMR128W,4932
3474,Q54XG7,44689.DDB0216189,44689
3475,G5EGK6,6239.F07A11.6b,6239
3476,Q155Q3,9606.ENSP00000394352,9606
3477,Q8T626,7227.FBpp0072673,7227
3478,Q92988,9606.ENSP00000240306,9606
3479,P38823,4932.YHR115C,4932
3480,P53924,4932.YNL116W,4932
3481,P27707,9606.ENSP00000286648,9606
3482,Q6PGN3,10090.ENSMUSP00000029719,10090
3483,Q9U3C8,6239.H38K22.2a,6239
3484,Q6PJP8,9606.ENSP00000355185,9606
3485,Q8C7W7,10090.ENSMUSP00000029435,10090
3486,Q96SD1,9606.ENSP00000367527,9606
3487,O13370,4896.SPCC1795.11.1,4896
3488,Q8WXF8,9606.ENSP00000470082,9606
3489,P35659,9606.ENSP00000380414,9606
3490,P61460,10090.ENSMUSP00000113862,10090
3491,P48675,10116.ENSRNOP00000026860,10116
3492,E9Q557,10090.ENSMUSP00000115062,10090
3493,O35286,10090.ENSMUSP00000031061,10090
3494,Q10322,4896.SPAC17G8.10c.1,4896
3495,Q9P219,9606.ENSP00000374507,9606
3496,Q8NFT6,9606.ENSP00000323663,9606
3497,P24784,4932.YPL119C,4932
3498,P20447,4932.YGL078C,4932
3499,P20448,4932.YJL033W,4932
3500,P53734,4932.YNR038W,4932
3501,Q06218,4932.YLR276C,4932
3502,Q5H9S7,9606.ENSP00000364404,9606
3503,Q58WW2,9606.ENSP00000356814,9606
3504,Q9FF86,3702.AT5G23940.1,3702
3505,O00399,9606.ENSP00000221114,9606
3506,Q9QY93,10090.ENSMUSP00000047845,10090
3507,Q21929,6239.R11D1.11,6239
3508,Q9D291,10090.ENSMUSP00000027783,10090
3509,Q16760,9606.ENSP00000264057,9606
3510,Q8NCG7,9606.ENSP00000297056,9606
3511,Q9FJ95,3702.AT5G51970.1,3702
3512,Q80VY9,10090.ENSMUSP00000104167,10090
3513,Q14562,9606.ENSP00000262415,9606
3514,O70133,10090.ENSMUSP00000038135,10090
3515,Q6NM26,3702.AT5G26990.1,3702
3516,Q9UKB3,9606.ENSP00000225171,9606
3517,Q91ZF0,10090.ENSMUSP00000099615,10090
3518,Q9Y238,9606.ENSP00000308597,9606
3519,P40366,4932.YJL065C,4932
3520,Q9QYI3,10090.ENSMUSP00000014339,10090
3521,Q9W1H4,7227.FBpp0072041,7227
3522,O88508,10090.ENSMUSP00000020991,10090
3523,Q8CIQ7,10090.ENSMUSP00000047652,10090
3524,Q9USL5,4896.SPCC18B5.06.1,4896
3525,O60094,4896.SPBC14C8.14c.1,4896
3526,P28040,4896.SPAC3H5.06c.1,4896
3527,Q9HCU8,9606.ENSP00000311368,9606
3528,Q9UGP5,9606.ENSP00000359181,9606
3529,Q6Q629,10116.ENSRNOP00000003527,10116
3530,P46101,10116.ENSRNOP00000043113,10116
3531,Q6V1X1,9606.ENSP00000339208,9606
3532,Q7Z7J5,9606.ENSP00000417710,9606
3533,G5EGE9,6239.C25G4.5,6239
3534,Q10661,6239.ZK863.6.3,6239
3535,Q9H069,9606.ENSP00000382140,9606
3536,P35462,9606.ENSP00000373169,9606
3537,Q09685,4896.SPAC13C5.02.1,4896
3538,Q9Y295,9606.ENSP00000329715,9606
3539,Q9M548,3702.AT5G14620.1,3702
3540,P32892,4932.YLL008W,4932
3541,O49523,3702.AT4G18550.1,3702
3542,Q9LXW7,3702.AT3G43920.2,3702
3543,Q96GG9,9606.ENSP00000292782,9606
3544,Q8IWE4,9606.ENSP00000319482,9606
3545,P08432,4932.YKL184W,4932
3546,Q8IZD4,9606.ENSP00000280665,9606
3547,Q12517,4932.YOL149W,4932
3548,P53550,4932.YNL118C,4932
3549,Q9UJW0,9606.ENSP00000414906,9606
3550,Q9VD51,7227.FBpp0083572,7227
3551,Q61496,10090.ENSMUSP00000096769,10090
3552,Q9Y2R4,9606.ENSP00000479504,9606
3553,Q8TDD1,9606.ENSP00000323858,9606
3554,P36120,4932.YKR024C,4932
3555,P38719,4932.YHR169W,4932
3556,Q5T6F0,9606.ENSP00000355114,9606
3557,Q9NV06,9606.ENSP00000297579,9606
3558,Q9SP32,3702.AT1G01040.2,3702
3559,P84634,3702.AT5G20320.1,3702
3560,Q5MPA9,10116.ENSRNOP00000053894,10116
3561,Q95QC4,6239.Y79H2A.11,6239
3562,Q8GW31,3702.AT5G13570.2,3702
3563,Q9C658,3702.AT1G26110.1,3702
3564,O13807,4896.SPAC17H9.10c.1,4896
3565,Q92466,9606.ENSP00000256996,9606
3566,Q9VHP0,7227.FBpp0081374,7227
3567,Q6NQ88,3702.AT5G58760.1,3702
3568,Q8NEL9,9606.ENSP00000327104,9606
3569,Q8W4D8,3702.AT3G20550.1,3702
3570,Q92499,9606.ENSP00000370745,9606
3571,Q9BUQ8,9606.ENSP00000310723,9606
3572,Q9UHL0,9606.ENSP00000263576,9606
3573,Q9H8H2,9606.ENSP00000361232,9606
3574,Q9UJV9,9606.ENSP00000422753,9606
3575,Q9BQ39,9606.ENSP00000362687,9606
3576,Q86TM3,9606.ENSP00000368667,9606
3577,P17844,9606.ENSP00000225792,9606
3578,P23128,7227.FBpp0079565,7227
3579,P35732,4932.YKL054C,4932
3580,P47089,4932.YJR014W,4932
3581,Q9W4M8,7227.FBpp0305385,7227
3582,Q9BPX1,9606.ENSP00000263278,9606
3583,O42945,4896.SPBC16H5.10c.1,4896
3584,Q39083,3702.AT1G56280.1,3702
3585,O14040,4896.SPAC2C4.07c.1,4896
3586,P54005,4932.YMR316W,4932
3587,O60610,9606.ENSP00000381565,9606
3588,Q9XF62,3055.EDP00400,3055
3589,O16228,6239.C49G7.11,6239
3590,O44081,7227.FBpp0099583,7227
3591,A1ZAY1,7227.FBpp0086020,7227
3592,Q9HGM9,4896.SPBC543.02c.1,4896
3593,O88509,10090.ENSMUSP00000105396,10090
3594,Q9ULA0,9606.ENSP00000273075,9606
3595,Q6K537,4530.OS02T0252400-01,4530
3596,Q84K52,3702.AT4G38000.1,3702
3597,Q8TEK3,9606.ENSP00000381657,9606
3598,P32461,4932.YKL191W,4932
3599,Q9FJ17,3702.AT5G49230.1,3702
3600,Q8TF46,9606.ENSP00000321711,9606
3601,Q8CI75,10090.ENSMUSP00000132673,10090
3602,Q9NSV4,9606.ENSP00000383178,9606
3603,O94518,4896.SPBC646.17c.1,4896
3604,O14177,4896.SPAC4F8.01.1,4896
3605,Q9BTC0,9606.ENSP00000266070,9606
3606,Q68CQ4,9606.ENSP00000419005,9606
3607,Q9P3W4,4896.SPAC458.04c.1,4896
3608,P37202,4896.SPBC26H8.10.1,4896
3609,P20009,7227.FBpp0289353,7227
3610,Q9Y222,9606.ENSP00000378193,9606
3611,Q9NDJ2,7227.FBpp0071529,7227
3612,Q04603,4932.YDR121W,4932
3613,P26019,7227.FBpp0083514,7227
3614,P48996,6239.R13G10.1,6239
3615,Q0JQF7,4530.OS01T0165000-02,4530
3616,O80917,3702.AT2G38340.1,3702
3617,Q8LF21,3702.AT1G14830.1,3702
3618,F4HPR5,3702.AT1G53140.1,3702
3619,P38892,4932.YHR209W,4932
3620,Q9XEA1,3702.AT4G04340.3,3702
3621,A2APF3,10090.ENSMUSP00000091845,10090
3622,P46962,4932.YJL006C,4932
3623,Q62018,10090.ENSMUSP00000005749,10090
3624,Q6DRC3,7955.ENSDARP00000104844,7955
3625,O13790,4896.SPAC17G6.12.1,4896
3626,Q8LGH4,3702.AT5G46210.1,3702
3627,P01040,9606.ENSP00000264474,9606
3628,Q5M775,9606.ENSP00000261503,9606
3629,Q9VBW6,7227.FBpp0303321,7227
3630,Q4VAA2,10090.ENSMUSP00000044420,10090
3631,P53568,10090.ENSMUSP00000118588,10090
3632,P45968,6239.T09A5.8,6239
3633,Q19972,6239.F32E10.2,6239
3634,Q66LG9,3702.AT1G15660.1,3702
3635,O36024,4896.SPAC4F10.12.1,4896
3636,F1NPG5,9031.ENSGALP00000042737,9031
3637,Q0VFX2,10090.ENSMUSP00000099877,10090
3638,P20385,7227.FBpp0088592,7227
3639,A8ICS9,3055.EDP06555,3055
3640,A8J666,3055.EDP00642,3055
3641,M1V4Y8,3055.EDO98890,3055
3642,A8IH47,3055.EDP05695,3055
3643,P40558,4932.YIL003W,4932
3644,Q95YF3,6239.C07H6.5,6239
3645,E1BC52,9913.ENSBTAP00000053773,9913
3646,Q3UJP5,10090.ENSMUSP00000103966,10090
3647,Q8GVE1,4530.OS07T0583600-01,4530
3648,D3Z3K2,10090.ENSMUSP00000093622,10090
3649,O80386,3702.AT4G27430.2,3702
3650,Q99967,9606.ENSP00000444198,9606
3651,Q8K389,10090.ENSMUSP00000119891,10090
3652,Q6K9N1,4530.OS02T0622100-01,4530
3653,D4A770,10116.ENSRNOP00000026838,10116
3654,Q5QGZ9,9606.ENSP00000347916,9606
3655,Q9UHP7,9606.ENSP00000261340,9606
3656,Q6QLQ4,10090.ENSMUSP00000107707,10090
3657,Q8IZS7,9606.ENSP00000483624,9606
3658,Q9JK25,10116.ENSRNOP00000001685,10116
3659,P78358,9606.ENSP00000469441,9606
3660,O43310,9606.ENSP00000372459,9606
3661,Q54HG2,44689.DDB0191103,44689
3662,P53137,4932.YGL110C,4932
3663,O14319,4896.SPBC16E9.02c.1,4896
3664,Q80TT8,10090.ENSMUSP00000138418,10090
3665,Q06469,4932.YPR158W,4932
3666,O59755,4896.SPBC649.05.1,4896
3667,P38937,4896.SPAC17C9.13c.1,4896
3668,O60141,4896.SPBC18H10.10c.1,4896
3669,Q9VGZ5,7227.FBpp0081723,7227
3670,Q9CX92,10090.ENSMUSP00000020016,10090
3671,Q9EQC9,10116.ENSRNOP00000067828,10116
3672,Q8LDI5,3702.AT1G11530.1,3702
3673,Q95TJ9,7227.FBpp0305520,7227
3674,Q9NQC7,9606.ENSP00000392025,9606
3675,Q65YR7,44689.DDB0220658,44689
3676,Q6P5D4,10090.ENSMUSP00000112602,10090
3677,Q9BV73,9606.ENSP00000380661,9606
3678,Q8LL04,3702.AT2G33540.1,3702
3679,Q02910,7227.FBpp0082021,7227
3680,Q9FGR0,3702.AT5G51660.1,3702
3681,Q9LKF9,3702.AT5G23880.1,3702
3682,Q9UKF6,9606.ENSP00000238112,9606
3683,Q91XJ0,10116.ENSRNOP00000011306,10116
3684,Q6Q6R3,10090.ENSMUSP00000109092,10090
3685,Q8CJ40,10090.ENSMUSP00000099549,10090
3686,Q93YN1,3702.AT1G16670.1,3702
3687,F4HRT5,3702.AT1G67230.1,3702
3688,O54751,10090.ENSMUSP00000134400,10090
3689,Q5NBM8,4530.OS01T0274800-01,4530
3690,Q8VHK2,10116.ENSRNOP00000039956,10116
3691,Q24210,7227.FBpp0290542,7227
3692,Q9SQU2,3702.AT3G06390.1,3702
3693,Q8L8Z1,3702.AT4G15630.1,3702
3694,Q9SUP0,3702.AT4G20390.1,3702
3695,Q2NKJ3,9606.ENSP00000313759,9606
3696,Q03560,6239.B0464.2c,6239
3697,Q24311,7227.FBpp0087921,7227
3698,Q09760,4896.SPAC24H6.03.1,4896
3699,O76906,7227.FBpp0070472,7227
3700,Q9BZJ0,9606.ENSP00000366557,9606
3701,O13671,4896.SPBC30B4.05.1,4896
3702,Q8GWD5,3702.AT2G39530.1,3702
3703,Q9FE29,3702.AT4G15610.1,3702
3704,B2RX88,10090.ENSMUSP00000068804,10090
3705,P59054,10090.ENSMUSP00000035101,10090
3706,Q9UUK1,4896.SPAC1952.06c.1,4896
3707,Q5SUQ9,10090.ENSMUSP00000112063,10090
3708,P49711,9606.ENSP00000264010,9606
3709,Q8WVB6,9606.ENSP00000262315,9606
3710,Q99708,9606.ENSP00000382628,9606
3711,P49025,10090.ENSMUSP00000062049,10090
3712,Q9P013,9606.ENSP00000475615,9606
3713,Q9HCG8,9606.ENSP00000387006,9606
3714,P53769,4932.YLR323C,4932
3715,Q12046,4932.YDL209C,4932
3716,P08181,7227.FBpp0110433,7227
3717,Q80T79,10090.ENSMUSP00000098235,10090
3718,Q8BGQ2,10090.ENSMUSP00000052144,10090
3719,P33240,9606.ENSP00000362063,9606
3720,Q8C7E9,10090.ENSMUSP00000093831,10090
3721,Q9SY88,3702.AT1G61620.1,3702
3722,O13759,4896.SPAC17A2.09c.1,4896
3723,Q9USQ1,4896.SPBC902.02c.1,4896
3724,Q08923,4932.YPL181W,4932
3725,O14098,4896.SPAC2F3.15.1,4896
3726,P38818,4932.YHR109W,4932
3727,P18581,10090.ENSMUSP00000096414,10090
3728,P25355,4932.YCR054C,4932
3729,P89105,4932.YOL145C,4932
3730,O94282,4896.SPBC2G5.03.1,4896
3731,P53923,4932.YNL119W,4932
3732,O00841,44689.DDB0191385,44689
3733,Q8IWT3,9606.ENSP00000252050,9606
3734,P49682,9606.ENSP00000362795,9606
3735,U3JA75,7955.ENSDARP00000127140,7955
3736,Q84Y18,3702.AT2G28910.1,3702
3737,Q9W352,7227.FBpp0071262,7227
3738,Q7LFL8,9606.ENSP00000302543,9606
3739,P13498,9606.ENSP00000261623,9606
3740,Q6P9U3,10116.ENSRNOP00000022201,10116
3741,Q5YDB6,3702.AT4G21670.1,3702
3742,O43809,9606.ENSP00000300291,9606
3743,Q16630,9606.ENSP00000266679,9606
3744,P27699,10090.ENSMUSP00000121233,10090
3745,Q8IUR6,9606.ENSP00000296953,9606
3746,Q9GZU7,9606.ENSP00000273062,9606
3747,P49238,9606.ENSP00000351059,9606
3748,Q66GS9,9606.ENSP00000257287,9606
3749,Q9YGX5,7955.ENSDARP00000109570,7955
3750,Q01617,7227.FBpp0303307,7227
3751,Q8GUU3,3702.AT2G01730.1,3702
3752,Q9C952,3702.AT1G61010.2,3702
3753,Q96D31,9606.ENSP00000480616,9606
3754,Q9VWW0,7227.FBpp0074326,7227
3755,Q8IUI8,9606.ENSP00000318804,9606
3756,Q9UBG3,9606.ENSP00000271835,9606
3757,Q54YU6,44689.DDB0216392,44689
3758,Q16526,9606.ENSP00000008527,9606
3759,Q9XI72,3702.AT1G14160.1,3702
3760,P59055,10090.ENSMUSP00000117533,10090
3761,P21291,9606.ENSP00000356275,9606
3762,P50462,10090.ENSMUSP00000129378,10090
3763,Q99LJ0,10090.ENSMUSP00000076751,10090
3764,P68400,9606.ENSP00000217244,9606
3765,O64817,3702.AT2G23080.1,3702
3766,Q4U925,5874.XP_953303.1,5874
3767,Q9SKN3,3702.AT2G28370.1,3702
3768,F4HVZ5,3702.AT1G02330.1,3702
3769,D0EL35,3702.AT4G09680.1,3702
3770,Q08705,9031.ENSGALP00000002808,9031
3771,Q9VF87,7227.FBpp0082541,7227
3772,Q8CH20,10090.ENSMUSP00000024026,10090
3773,Q8VED2,10090.ENSMUSP00000071840,10090
3774,O23304,3702.AT4G14480.1,3702
3775,Q9NSY1,9606.ENSP00000334836,9606
3776,Q7Z5W3,9606.ENSP00000335201,9606
3777,O81851,3702.AT4G19700.1,3702
3778,Q8L999,3702.AT5G42520.1,3702
3779,Q8L765,3702.AT5G19000.2,3702
3780,O95696,9606.ENSP00000216267,9606
3781,Q8RXD6,3702.AT2G44950.1,3702
3782,Q9C895,3702.AT1G55250.1,3702
3783,Q9HAW0,9606.ENSP00000220659,9606
3784,Q99177,4932.YPR057W,4932
3785,P93045,3702.AT3G17590.2,3702
3786,Q8L7U5,3702.AT4G03080.1,3702
3787,Q9FJX5,3702.AT5G67480.2,3702
3788,Q10225,4896.SPAC13D6.04c.1,4896
3789,Q9BX70,9606.ENSP00000255608,9606
3790,Q8CFE5,10090.ENSMUSP00000046951,10090
3791,O42666,4896.SPAC27D7.12c.1,4896
3792,Q84TC2,4577.GRMZM6G617209_P01,4577
3793,Q8GTS2,3702.AT2G16770.1,3702
3794,F4IN23,3702.AT2G42380.2,3702
3795,Q8S307,3702.AT1G75080.2,3702
3796,Q9TYU9,6239.F58B6.2,6239
3797,H9IUR0,7091.BGIBMGA000990-TA,7091
3798,Q9NQT4,9606.ENSP00000221233,9606
3799,Q9H5X1,9606.ENSP00000300030,9606
3800,Q8IZU0,9606.ENSP00000318716,9606
3801,Q9Y804,4896.SPBC146.06c.1,4896
3802,Q9HB96,9606.ENSP00000229769,9606
3803,Q9SWG3,3702.AT4G15090.1,3702
3804,P22087,9606.ENSP00000221801,9606
3805,Q78JE5,10090.ENSMUSP00000034859,10090
3806,Q9NVF7,9606.ENSP00000355827,9606
3807,Q12035,4932.YLR051C,4932
3808,C8V329,162425.CADANIAP00007001,162425
3809,Q9SXQ6,4530.OS05T0540100-01,4530
3810,Q2VWH6,9913.ENSBTAP00000027056,9913
3811,Q804Q5,7955.ENSDARP00000094772,7955
3812,O15552,9606.ENSP00000473159,9606
3813,Q7TMA4,10090.ENSMUSP00000063660,10090
3814,P97481,10090.ENSMUSP00000024954,10090
3815,Q92731,9606.ENSP00000343925,9606
3816,Q6NXG1,9606.ENSP00000405738,9606
3817,Q9H6T0,9606.ENSP00000418748,9606
3818,Q06265,9606.ENSP00000368984,9606
3819,Q99504,9606.ENSP00000362978,9606
3820,Q15910,9606.ENSP00000320147,9606
3821,A1A519,9606.ENSP00000482552,9606
3822,Q80ZQ9,10090.ENSMUSP00000047275,10090
3823,Q3ZN08,10090.ENSMUSP00000126480,10090
3824,Q8TC56,9606.ENSP00000305596,9606
3825,A1XBS5,9606.ENSP00000429367,9606
3826,Q7LKZ5,4896.SPCC1020.12c.1,4896
3827,Q8IZU1,9606.ENSP00000440163,9606
3828,Q8IZT9,9606.ENSP00000334430,9606
3829,Q9Y2M0,9606.ENSP00000354497,9606
3830,Q9M365,3702.AT3G61730.1,3702
3831,Q5T0N5,9606.ENSP00000271234,9606
3832,Q9D2Y6,10090.ENSMUSP00000039544,10090
3833,Q9UK97,9606.ENSP00000244426,9606
3834,Q969H0,9606.ENSP00000281708,9606
3835,Q9LSV0,3702.AT3G25530.1,3702
3836,P29992,9606.ENSP00000078429,9606
3837,Q63210,10116.ENSRNOP00000001654,10116
3838,P10823,4932.YER020W,4932
3839,Q8N335,9606.ENSP00000282541,9606
3840,P16068,9913.ENSBTAP00000055570,9913
3841,Q93YV0,3702.AT1G61120.1,3702
3842,Q9VYS4,7227.FBpp0073417,7227
3843,Q8K1M4,10090.ENSMUSP00000035650,10090
3844,Q6XP49,10090.ENSMUSP00000124635,10090
3845,Q56WN1,3702.AT5G37600.1,3702
3846,O76003,9606.ENSP00000357633,9606
3847,O00358,9606.ENSP00000364265,9606
3848,Q61574,10090.ENSMUSP00000096806,10090
3849,O95684,9606.ENSP00000355812,9606
3850,Q9SZL7,3702.AT4G38170.1,3702
3851,Q05015,4932.YMR222C,4932
3852,Q12247,4932.YLR068W,4932
3853,Q8L3Z8,3702.AT4G22910.1,3702
3854,O59812,4896.SPCC794.01c.1,4896
3855,Q9W3Y4,7227.FBpp0070909,7227
3856,P24522,9606.ENSP00000360025,9606
3857,Q92908,9606.ENSP00000269216,9606
3858,P97265,10141.ENSCPOP00000014554,10141
3859,P62879,9606.ENSP00000305260,9606
3860,Q6L545,4530.OS05T0407500-01,4530
3861,Q9NWU2,9606.ENSP00000266069,9606
3862,Q59VM7,5476.C4YEK5,5476
3863,Q9NUV9,9606.ENSP00000255945,9606
3864,P53849,4932.YNL255C,4932
3865,P27900,3702.AT3G27920.1,3702
3866,P30627,6239.ZK637.13.1,6239
3867,O35826,10116.ENSRNOP00000019532,10116
3868,Q9Y7N3,4896.SPCC1450.06c.1,4896
3869,P18872,10090.ENSMUSP00000114144,10090
3870,O42906,4896.SPBC119.15.1,4896
3871,O00270,9606.ENSP00000355799,9606
3872,Q9Y2T6,9606.ENSP00000375894,9606
3873,Q9LYB4,3702.AT3G63080.1,3702
3874,P28007,4932.YHR089C,4932
3875,Q5JY77,9606.ENSP00000445683,9606
3876,P63212,9913.ENSBTAP00000003959,9913
3877,P35573,9606.ENSP00000294724,9606
3878,Q9USN5,4896.SPCC132.04c.1,4896
3879,Q9TU03,9913.ENSBTAP00000007933,9913
3880,Q3TT99,10090.ENSMUSP00000036772,10090
3881,O81775,3702.AT4G31730.1,3702
3882,Q09733,4896.SPAC31A2.16.1,4896
3883,Q9VVX0,7227.FBpp0303126,7227
3884,Q5VTD9,9606.ENSP00000344782,9606
3885,Q99684,9606.ENSP00000359357,9606
3886,Q9M0A7,3702.AT4G30530.1,3702
3887,Q6P9H5,9606.ENSP00000479580,9606
3888,P39732,4932.YAL031C,4932
3889,Q12315,4932.YDL207W,4932
3890,P47011,4932.YJL137C,4932
3891,Q9NZD2,9606.ENSP00000315263,9606
3892,O59762,4896.SPCC1020.09.1,4896
3893,P18064,3702.AT2G26300.1,3702
3894,Q99678,9606.ENSP00000366970,9606
3895,Q03569,6239.C38C10.4,6239
3896,Q9HC97,9606.ENSP00000411788,9606
3897,Q9U405,7227.FBpp0071477,7227
3898,Q96305,3702.AT3G02000.1,3702
3899,Q8TAX9,9606.ENSP00000415049,9606
3900,D3ZK93,10116.ENSRNOP00000022392,10116
3901,P25157,7227.FBpp0110418,7227
3902,Q6PGG6,10090.ENSMUSP00000108311,10090
3903,Q8MT06,7227.FBpp0082867,7227
3904,Q8CI11,10090.ENSMUSP00000047119,10090
3905,Q921M4,10090.ENSMUSP00000109004,10090
3906,Q9BXV9,9606.ENSP00000306320,9606
3907,P46984,4932.YJL184W,4932
3908,Q80WT4,10090.ENSMUSP00000037586,10090
3909,Q7G065,4530.OS01T0633100-01,4530
3910,O01836,6239.B0414.6,6239
3911,P10070,9606.ENSP00000390436,9606
3912,Q96IJ6,9606.ENSP00000350949,9606
3913,Q9Y5P6,9606.ENSP00000309092,9606
3914,A8MTJ3,9606.ENSP00000381339,9606
3915,Q811S9,10116.ENSRNOP00000035860,10116
3916,Q9XZ14,7227.FBpp0074133,7227
3917,Q08886,4932.YOR371C,4932
3918,Q08969,4932.YPL223C,4932
3919,Q8TE85,9606.ENSP00000288955,9606
3920,P43004,9606.ENSP00000278379,9606
3921,Q96CJ1,9606.ENSP00000273668,9606
3922,Q7X8R0,4530.OS04T0599300-01,4530
3923,Q708Y0,3702.AT5G25350.1,3702
3924,P42893,10116.ENSRNOP00000062928,10116
3925,P32525,4932.YJL201W,4932
3926,P32644,4932.YER176W,4932
3927,P10126,10090.ENSMUSP00000042457,10090
3928,Q9GRF8,44689.DDB0191174,44689
3929,Q5JVL4,9606.ENSP00000360107,9606
3930,P38347,4932.YBR271W,4932
3931,Q05874,4932.YLR285W,4932
3932,Q9ZQ85,3702.AT2G03500.1,3702
3933,O61789,6239.R12E2.10,6239
3934,Q6AYU4,10116.ENSRNOP00000028434,10116
3935,P08154,10116.ENSRNOP00000026303,10116
3936,Q5DW34,10090.ENSMUSP00000100002,10090
3937,Q96KQ7,9606.ENSP00000364678,9606
3938,P32497,4932.YMR309C,4932
3939,Q9P7X2,4896.SPBP23A10.14c.1,4896
3940,Q05BC3,10090.ENSMUSP00000105486,10090
3941,Q9NPA8,9606.ENSP00000429986,9606
3942,O13747,4896.SPAC16E8.13.1,4896
3943,Q9LDE4,3702.AT3G20310.1,3702
3944,Q9NVH0,9606.ENSP00000313140,9606
3945,O60645,9606.ENSP00000425587,9606
3946,Q9Y6X4,9606.ENSP00000373808,9606
3947,Q14153,9606.ENSP00000338532,9606
3948,Q8BP22,10090.ENSMUSP00000103920,10090
3949,P50119,9986.ENSOCUP00000004716,9986
3950,A0A1D5PRR9,9031.ENSGALP00000020332,9031
3951,Q8IYD8,9606.ENSP00000267430,9606
3952,Q9DAM9,10090.ENSMUSP00000069013,10090
3953,A2A870,10090.ENSMUSP00000099320,10090
3954,Q8W104,3702.AT3G54650.1,3702
3955,P22509,10116.ENSRNOP00000026021,10116
3956,Q6ZVX7,9606.ENSP00000342137,9606
3957,Q05498,4932.YDR339C,4932
3958,A1A652,5270.UM00106P0,5270
3959,P87114,4896.SPAC20G8.08c.1,4896
3960,Q8TF40,9606.ENSP00000421985,9606
3961,Q80TD3,10090.ENSMUSP00000115275,10090
3962,Q8WW38,9606.ENSP00000384179,9606
3963,O74742,4896.SPBC1709.17.1,4896
3964,Q54N00,44689.DDB0231180,44689
3965,P35582,10090.ENSMUSP00000041118,10090
3966,Q9I9E1,7955.ENSDARP00000127073,7955
3967,P21462,9606.ENSP00000471493,9606
3968,O23207,3702.AT4G36750.1,3702
3969,Q03002,4932.YPL141C,4932
3970,Q3EBQ3,3702.AT2G32250.1,3702
3971,Q9ZVC9,3702.AT2G27110.2,3702
3972,Q9SZL8,3702.AT4G38180.1,3702
3973,Q8BGW1,10090.ENSMUSP00000068380,10090
3974,Q9QZH7,10116.ENSRNOP00000060552,10116
3975,Q8C7B6,10090.ENSMUSP00000060137,10090
3976,P00360,4932.YJL052W,4932
3977,Q8CA72,10090.ENSMUSP00000124904,10090
3978,Q5AG77,5476.C4YRG3,5476
3979,Q8LK61,4565.Traes_2DS_22500FA4F.1,4565
