CS,Type,Org,Fold,ID,Seqlen
0.0,1,1,3,Q9M022,242
0.0,1,0,4,Q9NQ31,210
0.0,1,0,3,P00883,364
0.0,1,0,3,P05062,364
0.0,1,0,0,Q63087,326
0.0,1,0,1,O35430,839
0.0,1,0,2,Q08683,685
0.0,1,1,1,Q9LVG4,495
0.0,1,1,1,Q93WK5,727
0.0,1,0,3,Q7Z2E3,356
0.0,1,0,3,Q7Z2E3-12,49
0.0,1,1,0,Q9SUW2,183
0.0,1,0,0,P46672,376
0.0,1,1,4,Q2LAJ3,846
0.0,1,1,4,Q8RYC8,1086
0.0,1,0,3,Q8N726,132
0.0,1,0,0,P33280,358
0.0,1,0,0,Q5SW96,308
0.0,1,0,1,Q03989,594
0.0,1,0,4,Q8BM75,1188
0.0,1,0,0,Q5T2S8,1044
0.0,1,0,3,P53090,500
0.0,1,0,2,P32381,391
0.0,1,0,0,P80428,489
0.0,1,0,0,Q9DEE9,396
0.0,1,0,1,Q9H981,624
0.0,1,0,0,P40518,154
0.0,1,0,0,P18634,518
0.0,1,0,2,O42956,483
0.0,1,0,4,Q91XT9,761
0.0,1,0,0,Q8IMC6,1262
0.0,1,0,2,Q91ZU1,418
0.0,1,0,2,Q02067,231
0.0,1,0,3,Q8VI04,333
0.0,1,0,4,G5EFZ3,570
0.0,1,0,4,Q94545,556
0.0,1,1,2,Q6AT90,505
0.0,1,1,3,Q6Z6S1,537
0.0,1,0,0,Q2TAD5,363
0.0,1,0,0,P35414,380
0.0,1,0,0,P53933,587
0.0,1,1,4,Q10N21,250
0.0,1,0,2,Q7LC44,396
0.0,1,1,4,K4DF01,828
0.0,1,1,4,Q2R3F5,853
0.0,1,0,0,Q9HCE6,1279
0.0,1,0,1,O14497,2285
0.0,1,1,0,B9DHT4,710
0.0,1,0,2,P53974,638
0.0,1,0,3,O43488,359
0.0,1,0,3,Q5EBP3,926
0.0,1,0,2,P0C7Q2,107
0.0,1,0,0,P38840,513
0.0,1,0,3,O57579,972
0.0,1,0,1,Q8IWZ3,2542
0.0,1,0,3,Q9VCA8,4001
0.0,1,0,3,P46580,734
0.0,1,1,0,Q582G4,390
0.0,1,0,4,A1A5B4,782
0.0,1,0,0,E9Q4F7,2643
0.0,1,1,1,Q9LYK6,330
0.0,1,0,0,O60039,1051
0.0,1,0,0,P07249,177
0.0,1,0,1,Q7TNR9,484
0.0,1,0,0,Q8C142,308
0.0,1,0,4,Q99PE9,201
0.0,1,0,3,Q9HBZ2,717
0.0,1,0,3,O14192,474
0.0,1,1,1,Q9LZ98,328
0.0,1,1,1,Q9XF19,282
0.0,1,1,1,Q9C826,285
0.0,1,0,3,Q8WTS1,349
0.0,1,1,2,Q9SJN0,442
0.0,1,1,3,P57752,92
0.0,1,0,0,Q9P6J1,518
0.0,1,0,3,Q07912,1038
0.0,1,0,0,Q8WYK0,555
0.0,1,0,3,Q8CFW1,1002
0.0,1,0,0,O54754,1333
0.0,1,0,0,Q5QE80,1334
0.0,1,0,0,Q3TYQ9,1336
0.0,1,0,0,O14727,1248
0.0,1,0,1,O96018,575
0.0,1,1,3,Q5XF07,364
0.0,1,0,2,Q9NWB6,273
0.0,1,0,4,Q8TER5,1519
0.0,1,0,0,Q91X46,524
0.0,1,0,1,O43307,516
0.0,1,0,3,Q8IVW6,561
0.0,1,0,4,P29374,1257
0.0,1,0,4,Q02013,269
0.0,1,0,2,Q6FNQ2,592
0.0,1,0,1,Q9QX73,493
0.0,1,0,1,Q86VW2,580
0.0,1,0,2,Q8NFD5,2236
0.0,1,0,4,Q4LE39,1312
0.0,1,0,2,Q8N5I2,433
0.0,1,1,1,Q2QX40,465
0.0,1,0,4,Q5W7F1,743
0.0,1,0,4,Q9JHE3,756
0.0,1,0,2,Q64264,421
0.0,1,0,2,Q98998,408
0.0,1,0,2,P28222,390
0.0,1,0,2,P28221,377
0.0,1,0,2,P49145,377
0.0,1,0,2,Q02284,366
0.0,1,0,4,P30543,410
0.0,1,0,3,Q95JC7,539
0.0,1,0,3,P78789,298
0.0,1,1,1,Q42400,485
0.0,1,0,2,O42652,409
0.0,1,1,1,Q3EDJ0,290
0.0,1,1,3,O81016,1420
0.0,1,1,3,Q9XIE2,1469
0.0,1,1,1,O80725,1286
0.0,1,0,3,Q8BL65,612
0.0,1,0,2,O96019,429
0.0,1,1,2,Q94K49,396
0.0,1,0,0,O74798,658
0.0,1,0,3,Q9URX7,340
0.0,1,0,4,Q8CIG8,637
0.0,1,0,4,Q4KMQ2,910
0.0,1,0,0,Q6UB99,2663
0.0,1,0,2,Q8VE42,238
0.0,1,0,1,Q8N9V6,530
0.0,1,0,0,Q9Z0U5,1333
0.0,1,0,0,Q5SGK3,1345
0.0,1,0,0,G3X982,1335
0.0,1,0,4,P43138,317
0.0,1,0,0,P79960,362
0.0,1,0,0,Q9JHG3,377
0.0,1,1,3,Q9SRW7,208
0.0,1,1,3,Q9SAK5,358
0.0,1,1,0,Q9LKL2,618
0.0,1,0,2,P07347,238
0.0,1,0,4,O15033,823
0.0,1,0,3,Q02040,695
0.0,1,0,0,E9Q394,2776
0.0,1,0,1,Q9D1F4,257
0.0,1,0,0,P30355,161
0.0,1,1,1,Q84VX3,626
0.0,1,1,2,Q9FFF5,241
0.0,1,0,3,Q9Y705,784
0.0,1,0,0,Q15699,326
0.0,1,0,4,Q9H161,411
0.0,1,1,4,Q6A331,971
0.0,1,0,4,Q9N2J4,271
0.0,1,0,4,P29972,269
0.0,1,0,0,O60306,1485
0.0,1,1,0,Q9ZPY8,566
0.0,1,0,0,P36154,155
0.0,1,0,0,Q8N8R7,260
0.0,1,0,1,Q60I26,952
0.0,1,0,1,O43078,660
0.0,1,1,2,Q9M2B4,250
0.0,1,0,4,Q9URB4,359
0.0,1,0,2,O74315,475
0.0,1,0,0,G5EGA3,704
0.0,1,0,2,Q6P2P2,845
0.0,1,0,0,Q6UB98,2062
0.0,1,0,0,P48034,1339
0.0,1,0,0,P80456,1334
0.0,1,0,3,S0DPL8,389
0.0,1,0,3,Q9H0C5,482
0.0,1,0,4,Q9WVA3,326
0.0,1,0,2,P41223,144
0.0,1,1,1,Q9AUE0,1950
0.0,1,0,0,C8VP82,339
0.0,1,0,4,Q78EJ9,703
0.0,1,0,0,Q11002,828
0.0,1,0,4,Q9VXH6,681
0.0,1,0,1,O94255,328
0.0,1,0,1,O42890,794
0.0,1,0,2,G5EFJ4,1153
0.0,1,0,2,Q5XI32,272
0.0,1,0,3,D4A7U2,587
0.0,1,0,1,B2GUZ5,286
0.0,1,0,0,P33322,483
0.0,1,1,1,P92973,608
0.0,1,1,0,Q9LSQ3,297
0.0,1,1,4,Q69WS3,256
0.0,1,1,0,Q8L467,283
0.0,1,1,1,Q9M0X8,298
0.0,1,1,0,O22901,102
0.0,1,0,3,A0JNT9,577
0.0,1,0,1,Q6QNY1,142
0.0,1,0,2,Q06333,122
0.0,1,0,1,Q9UUH2,270
0.0,1,0,2,P40493,336
0.0,1,0,1,Q8N9W6,283
0.0,1,0,3,O60158,432
0.0,1,0,0,Q7Z569,592
0.0,1,0,3,Q8MQJ9,1037
0.0,1,0,0,Q4AC94,2353
0.0,1,0,1,Q5T0F9,858
0.0,1,1,2,Q9FU27,386
0.0,1,0,3,O70129,345
0.0,1,0,2,Q8NDD1,293
0.0,1,0,0,B0BNN3,261
0.0,1,1,4,P04352,163
0.0,1,1,4,Q9ZUZ2,595
0.0,1,0,1,Q9BXL6,1004
0.0,1,0,3,Q9BXL6-3,434
0.0,1,0,0,Q9H257,536
0.0,1,0,3,Q8VHI4,689
0.0,1,1,2,Q9CAX3,204
0.0,1,1,2,Q9LXF3,187
0.0,1,0,0,Q86V15,1759
0.0,1,0,1,Q55DH8,692
0.0,1,0,0,P41350,178
0.0,1,0,2,Q8CDK2,862
0.0,1,0,3,Q96MI9,1066
0.0,1,0,4,P30043,206
0.0,1,0,2,Q8WYA1,636
0.0,1,0,3,Q8JIR0,320
0.0,1,0,0,P51813,675
0.0,1,0,4,P38398-5,721
0.0,1,0,0,F1R5H6,1444
0.0,1,0,1,Q58F21,947
0.0,1,0,3,Q03562,455
0.0,1,0,2,Q9Y6J0,2220
0.0,1,0,0,Q80VC9,1252
0.0,1,1,2,P0DKC2,186
0.0,1,1,4,F4K2R6,563
0.0,1,0,4,O60108,514
0.0,1,0,3,O75828,277
0.0,1,0,2,O95503,412
0.0,1,0,4,Q9H0I3,377
0.0,1,0,3,Q3MIR4,351
0.0,1,0,3,P50077,2039
0.0,1,0,4,Q9Y6Q1,641
0.0,1,0,4,Q96LW7,228
0.0,1,1,2,Q9FFZ7,202
0.0,1,0,1,Q8IRY7,494
0.0,1,1,0,Q5H8A6,853
0.0,1,0,1,O61235,497
0.0,1,0,0,Q95RV2,345
0.0,1,0,3,O74412,963
0.0,1,0,2,Q09LZ8,540
0.0,1,0,4,P30658,519
0.0,1,0,0,P23198,183
0.0,1,0,0,P45973,191
0.0,1,0,0,Q8TBZ0,833
0.0,1,0,4,Q3SZX9,391
0.0,1,0,3,Q86Z20,511
0.0,1,0,0,Q8IYE0,955
0.0,1,0,1,Q810N9,267
0.0,1,0,1,Q6PDY0,202
0.0,1,1,1,Q38819,450
0.0,1,0,4,Q868T3,495
0.0,1,0,1,Q1T7F1,81
0.0,1,0,2,Q8IYE1,715
0.0,1,0,3,Q6ZN84,652
0.0,1,0,2,Q9JJ89,426
0.0,1,0,3,P30279-2,209
0.0,1,0,0,O96020,404
0.0,1,0,4,O75909,580
0.0,1,0,1,Q9R1Q2,527
0.0,1,0,0,P32246,355
0.0,1,0,0,P51683,373
0.0,1,1,0,O04034,546
0.0,1,0,0,Q504U0,113
0.0,1,0,4,Q62834,336
0.0,1,0,4,Q05791,360
0.0,1,1,2,Q9S7H3,442
0.0,1,0,0,P36618,299
0.0,1,1,2,Q9SZA4,457
0.0,1,0,3,P14724,124
0.0,1,1,0,Q8W1E3,298
0.0,1,1,0,Q9XIP8,259
0.0,1,0,3,P38770,471
0.0,1,1,1,Q6EVK6,2193
0.0,1,1,1,Q9C928,320
0.0,1,0,1,Q08235,291
0.0,1,1,1,Q944A7,512
0.0,1,1,0,Q9FIL1,489
0.0,1,1,0,Q9FHD7,487
0.0,1,1,3,Q9SHS7,1006
0.0,1,1,4,Q9LR78,793
0.0,1,0,4,O42860,320
0.0,1,0,4,Q04347,519
0.0,1,0,4,P10506,340
0.0,1,1,4,O65683,159
0.0,1,1,0,Q6Z312,357
0.0,1,1,1,Q9SG86,675
0.0,1,1,3,Q69XV0-2,261
0.0,1,1,0,B9DGI8,314
0.0,1,0,0,Q99622,126
0.0,1,0,0,Q8NCU7,369
0.0,1,0,2,Q8IYL3,243
0.0,1,1,0,Q9SHH0,590
0.0,1,0,2,O88480,2182
0.0,1,0,1,Q9NZU7-1,227
0.0,1,0,2,J7M3T1,303
0.0,1,1,4,P0DH97,149
0.0,1,0,2,P14315,277
0.0,1,0,2,P14315-2,272
0.0,1,0,3,Q9NXV6,580
0.0,1,0,3,A6NHX0,329
0.0,1,0,0,M0RAU5,489
0.0,1,0,4,Q6ZN30,1099
0.0,1,0,1,Q924M5,281
0.0,1,0,2,Q14137,746
0.0,1,0,0,Q25QX6,153
0.0,1,0,2,Q9VNP5,1059
0.0,1,1,3,Q9M8J9,406
0.0,1,1,1,Q8RXD4,941
0.0,1,0,1,D4A7T3,952
0.0,1,0,3,Q8WZJ7,937
0.0,1,0,3,Q6P1N0,951
0.0,1,0,1,Q8BRN9,848
0.0,1,0,3,P33076,1130
0.0,1,0,0,Q9H425,327
0.0,1,1,0,O64759,569
0.0,1,0,1,P57796,275
0.0,1,0,2,Q9BXU9,219
0.0,1,0,3,O00555,2506
0.0,1,0,3,Q9EQ60,2359
0.0,1,0,0,P09085,427
0.0,1,0,0,P12962,161
0.0,1,0,0,P83299,259
0.0,1,0,4,O14008,143
0.0,1,0,4,A0A1D8PPI5,571
0.0,1,0,4,O35646,641
0.0,1,0,4,G5EDN6,171
0.0,1,0,2,Q9P3A8,1220
0.0,1,0,3,P34122,287
0.0,1,0,3,P48445,690
0.0,1,1,3,Q9SRV1,465
0.0,1,1,4,Q8LFS6,441
0.0,1,0,4,Q9XWH0,343
0.0,1,0,4,O36018,388
0.0,1,0,4,P53226,547
0.0,1,0,0,P48524,976
0.0,1,0,0,Q9Y7V2,721
0.0,1,1,2,Q0JHF1,266
0.0,1,1,4,Q8VY76,261
0.0,1,1,0,Q9M2K4,329
0.0,1,0,1,P38822,633
0.0,1,0,0,O35473,141
0.0,1,0,3,Q9VKJ9,816
0.0,1,1,1,Q93ZS9,580
0.0,1,0,0,Q9P296,337
0.0,1,0,4,P36076,571
0.0,1,0,0,O88751,298
0.0,1,0,2,Q86V35,215
0.0,1,0,4,P0DP24,149
0.0,1,1,1,Q9ZT82,1780
0.0,1,0,1,Q5BAH2,1041
0.0,1,0,2,G5ED41,1274
0.0,1,0,1,Q9P7F2,712
0.0,1,0,2,P38278,337
0.0,1,0,3,O94480,282
0.0,1,0,4,Q8BMQ3,1127
0.0,1,1,2,O82286,226
0.0,1,0,1,Q7LKZ7,2609
0.0,1,0,4,Q07998,423
0.0,1,0,4,O15178,435
0.0,1,0,0,G5EG86,394
0.0,1,0,1,Q9W157,971
0.0,1,0,2,Q7JJ13,798
0.0,1,0,0,Q8K2F0,726
0.0,1,0,1,Q91Y44,956
0.0,1,0,1,O75150,1001
0.0,1,0,3,Q59LY1,422
0.0,1,0,2,Q2LE78,529
0.0,1,0,3,Q9BSF8,475
0.0,1,1,1,Q8LPQ5,1254
0.0,1,0,4,Q03758,920
0.0,1,0,0,Q05949,395
0.0,1,1,2,Q501B2,409
0.0,1,1,3,Q69TW5,324
0.0,1,1,2,Q84LG2,389
0.0,1,0,0,Q8CFW7,1633
0.0,1,1,4,Q9FWS3,435
0.0,1,1,0,Q9SIV5,1773
0.0,1,1,1,Q941Q3,524
0.0,1,0,1,Q98TA5,896
0.0,1,0,3,Q13936,2221
0.0,1,0,3,O95180,2353
0.0,1,0,4,P07293,1873
0.0,1,0,0,P54657,213
0.0,1,0,4,P05933,150
0.0,1,0,4,P06787,147
0.0,1,0,0,Q5T5Y3,1602
0.0,1,0,2,Q93560,817
0.0,1,0,0,P54132,1417
0.0,1,0,0,Q9EPW1,626
0.0,1,0,1,Q810B3,232
0.0,1,0,1,Q810B3-2,130
0.0,1,1,0,Q9LS26,489
0.0,1,1,0,B9FDE0,494
0.0,1,0,3,Q80X66,475
0.0,1,0,2,A0A0A6YY25,723
0.0,1,0,3,P23293,657
0.0,1,1,4,Q9LZP8,146
0.0,1,0,3,P30992,352
0.0,1,0,1,Q9NP86,173
0.0,1,0,3,Q8VGC3,655
0.0,1,0,2,Q03017,500
0.0,1,1,3,Q9SN74,240
0.0,1,1,4,Q9FXA3,308
0.0,1,1,0,Q9FLU1,454
0.0,1,0,4,P48754,1812
0.0,1,0,0,O88665,651
0.0,1,0,1,Q1MTQ0,692
0.0,1,1,0,Q7XJT7,465
0.0,1,1,0,Q8W4L3,489
0.0,1,1,0,Q6EJ98,368
0.0,1,0,2,Q5XKL5,378
0.0,1,0,4,Q9W2S3,722
0.0,1,1,4,Q9LZ82,313
0.0,1,0,0,A6NLJ0,364
0.0,1,1,1,Q9ZWA1,393
0.0,1,0,3,Q9WUF3,1962
0.0,1,1,2,O80683,238
0.0,1,1,2,Q9SIH4,206
0.0,1,0,4,Q7M3M8,793
0.0,1,0,0,Q8WUQ7,758
0.0,1,1,2,Q7XHR2,927
0.0,1,0,4,Q14781,532
0.0,1,0,1,O00257,560
0.0,1,0,2,Q9BWC9,280
0.0,1,0,0,Q8IYX3,613
0.0,1,0,1,Q96CT7,223
0.0,1,1,1,Q84KG5,546
0.0,1,0,2,Q10653,361
0.0,1,0,3,Q9I7I0,575
0.0,1,0,3,P25322,295
0.0,1,0,4,Q13319,367
0.0,1,0,4,P01129,767
0.0,1,0,3,P36589,240
0.0,1,1,2,Q4PSE4,444
0.0,1,0,0,Q16543,378
0.0,1,0,0,O74113,638
0.0,1,0,4,Q8IZL9,346
0.0,1,0,3,P42772,138
0.0,1,0,1,Q9P2H0,1117
0.0,1,0,2,O94986,1710
0.0,1,0,3,Q4KLH6,1403
0.0,1,0,0,Q5DU05,1446
0.0,1,0,1,Q6A065,1588
0.0,1,0,1,P49715,358
0.0,1,0,3,P39964,757
0.0,1,0,2,Q8AYS7,753
0.0,1,0,4,P87227,672
0.0,1,0,4,O74740,797
0.0,1,0,4,Q12102,859
0.0,1,0,4,Q9UFW8,167
0.0,1,0,2,P36613,322
0.0,1,0,2,P53188,120
0.0,1,0,3,Q3UPP8,700
0.0,1,0,4,Q9P209,647
0.0,1,0,4,O15182,167
0.0,1,1,1,A8IRK7,815
0.0,1,0,3,Q06632,1357
0.0,1,0,1,Q9HEQ8,114
0.0,1,0,4,P22516,861
0.0,1,0,0,Q9VQ30,604
0.0,1,1,4,Q9SIW2,888
0.0,1,0,0,G5ECD6,1322
0.0,1,0,1,Q9Y3Y2,248
0.0,1,0,2,Q96LT7-2,222
0.0,1,0,2,O13833,405
0.0,1,0,4,O42923,490
0.0,1,0,3,Q8R0W1,432
0.0,1,1,1,Q84VQ3,439
0.0,1,0,3,Q91V08,207
0.0,1,0,0,Q9BXN2,247
0.0,1,0,4,P35525,907
0.0,1,0,0,O60060,415
0.0,1,1,3,Q9ZQI2,221
0.0,1,0,1,P06115,562
0.0,1,0,0,P51638,151
0.0,1,0,2,Q5U5Z8,902
0.0,1,0,1,Q8CDP0,1006
0.0,1,0,3,Q8VDS3,158
0.0,1,0,4,Q9QXV1,362
0.0,1,0,0,Q9VKV5,319
0.0,1,1,0,Q9SCN8,815
0.0,1,0,2,P81299-3,681
0.0,1,0,4,O74435,176
0.0,1,0,2,Q9N5U5,517
0.0,1,1,1,Q9LSE1,432
0.0,1,0,4,Q15131,360
0.0,1,1,2,Q38868,541
0.0,1,1,2,Q0D715,512
0.0,1,0,3,P40382,444
0.0,1,0,3,B9V5F5,649
0.0,1,0,1,P05554,358
0.0,1,0,1,P05554-4,395
0.0,1,0,0,Q15744,281
0.0,1,0,1,Q9USR9,643
0.0,1,0,2,Q8N0S6,344
0.0,1,0,3,Q6IPU0,288
0.0,1,0,4,Q6CJY0,383
0.0,1,0,0,P53298,406
0.0,1,0,1,P38313,324
0.0,1,0,4,Q12453,761
0.0,1,1,2,D4P3R7,1940
0.0,1,0,0,Q08032,650
0.0,1,0,2,Q9VP22,1157
0.0,1,0,3,Q02637,449
0.0,1,0,0,Q8STE5,731
0.0,1,0,0,O17386,458
0.0,1,0,4,P49450,140
0.0,1,0,4,P07199,599
0.0,1,0,0,Q03188,943
0.0,1,0,1,P38907,458
0.0,1,0,2,Q02732,369
0.0,1,0,3,P0DJH7,80
0.0,1,0,3,A8MT69,81
0.0,1,0,1,Q9C0F1,390
0.0,1,0,3,P0CB05,711
0.0,1,0,3,Q96MT8,703
0.0,1,0,2,Q8IW35,865
0.0,1,1,3,Q9SWW6,1026
0.0,1,0,3,Q9UEE9,299
0.0,1,0,4,O02326,467
0.0,1,0,2,Q8WUX2,184
0.0,1,0,0,A2A8L1,1946
0.0,1,0,1,Q8TD26,2715
0.0,1,0,1,O61661,512
0.0,1,0,4,Q8WTT0,213
0.0,1,0,3,Q9R007,190
0.0,1,0,2,Q6P1J9,531
0.0,1,0,3,Q3MJK5,1484
0.0,1,0,4,Q14004,1512
0.0,1,1,1,Q9C9U2,398
0.0,1,1,1,Q9LMT0,391
0.0,1,1,2,Q38873,535
0.0,1,1,2,Q8W4I7,528
0.0,1,1,3,Q9ZSA2,531
0.0,1,1,2,Q9FKW4,523
0.0,1,0,3,Q5ANA3,1501
0.0,1,0,1,Q9I9A7,617
0.0,1,0,2,Q10990,490
0.0,1,0,3,Q9D5D8,503
0.0,1,0,4,Q9Y232-2,544
0.0,1,0,4,Q6ZU80,1094
0.0,1,0,1,Q5SW79,1584
0.0,1,0,0,Q9C0D2,2601
0.0,1,0,1,P34618,304
0.0,1,0,2,Q06675,368
0.0,1,0,0,Q8N2Z9,138
0.0,1,0,3,P43618,361
0.0,1,0,2,P0DJH6,76
0.0,1,0,0,Q96LK0,163
0.0,1,0,1,Q8CEE0,500
0.0,1,1,3,Q9SVM9,428
0.0,1,0,4,Q8K4K1,168
0.0,1,1,4,Q23H79,635
0.0,1,0,2,Q8C6L5,507
0.0,1,0,0,B6ZLK2,1719
0.0,1,0,4,Q9WUD1,304
0.0,1,0,1,Q9N3Z3,503
0.0,1,0,0,Q9UQN3,213
0.0,1,1,2,Q9ZUL5,763
0.0,1,1,3,Q9LU68,435
0.0,1,1,1,Q93VD3,482
0.0,1,0,2,Q9DA19,450
0.0,1,0,0,P83916,185
0.0,1,0,3,O95931,251
0.0,1,0,4,Q9HC52,389
0.0,1,0,2,A6N3Q4,483
0.0,1,0,3,A5D8V7,595
0.0,1,0,0,Q6PII3,467
0.0,1,0,4,Q8IX12,1150
0.0,1,0,0,Q66KE8,559
0.0,1,0,2,Q53HC0,331
0.0,1,0,3,Q8K2Y9,453
0.0,1,0,2,P43449,395
0.0,1,0,3,Q8WWL7,1395
0.0,1,0,1,Q9UK58,526
0.0,1,0,4,O60563,726
0.0,1,0,0,P41597,374
0.0,1,0,0,P51681,352
0.0,1,0,4,Q10059,1841
0.0,1,0,0,P09798,840
0.0,1,0,4,Q12834,499
0.0,1,0,0,P06101,506
0.0,1,1,3,P92948,844
0.0,1,0,2,Q06697,393
0.0,1,0,2,P0C2X8,363
0.0,1,0,0,Q95QW4,561
0.0,1,0,1,P04551,297
0.0,1,0,4,Q9VT57,454
0.0,1,1,1,P29620,424
0.0,1,1,4,Q9FGW5,612
0.0,1,0,1,O76039,1030
0.0,1,1,2,Q42438,533
0.0,1,1,2,Q53P85,513
0.0,1,0,0,Q9UPV0,1460
0.0,1,0,3,Q8TEP8,2537
0.0,1,0,3,P28033,296
0.0,1,0,0,O76337,492
0.0,1,0,2,Q6XXM1,131
0.0,1,0,4,Q9HC77,1338
0.0,1,0,1,Q1T763,179
0.0,1,0,4,Q2Z1W2,345
0.0,1,0,0,Q27294,399
0.0,1,0,2,Q9DBY5,414
0.0,1,0,0,Q9BUN5,200
0.0,1,1,0,Q0D9C7,419
0.0,1,0,2,Q49A88,953
0.0,1,0,2,P51945,294
0.0,1,0,4,Q8ND76,341
0.0,1,0,3,O14618,274
0.0,1,0,2,P26309,610
0.0,1,0,1,Q00534,326
0.0,1,0,4,Q16667,212
0.0,1,0,3,Q86WJ1,897
0.0,1,0,4,Q9HCK8,2581
0.0,1,0,3,Q99J95,372
0.0,1,0,1,P39689,159
0.0,1,0,0,Q8R4E9,557
0.0,1,0,0,Q7TSG1,988
0.0,1,0,2,Q498G2,1663
0.0,1,0,1,P53566,359
0.0,1,0,2,Q9Y812,120
0.0,1,0,1,Q90ZF9,235
0.0,1,0,1,Q9QYM8,241
0.0,1,0,2,Q7L2Z9,268
0.0,1,0,0,E1BSW7,139
0.0,1,0,2,O74807,110
0.0,1,0,3,Q96BT3,561
0.0,1,0,2,Q5EE01,88
0.0,1,0,1,Q5JTW2,689
0.0,1,1,0,Q94JQ6,1084
0.0,1,0,4,Q12798,172
0.0,1,0,4,Q9R1K9,172
0.0,1,0,2,Q8N1V2,620
0.0,1,1,0,A8IF44,1147
0.0,1,0,3,Q8N865,590
0.0,1,0,4,Q8N884,522
0.0,1,0,0,Q96NL8,207
0.0,1,0,0,Q7KU24,1883
0.0,1,0,2,Q9P2D1,2997
0.0,1,0,4,Q9JIX5,2581
0.0,1,0,1,O94614,633
0.0,1,0,1,P40019,153
0.0,1,0,2,Q2M329,555
0.0,1,0,4,P25008,267
0.0,1,0,1,P0C242,352
0.0,1,1,2,Q3E906,450
0.0,1,1,2,Q8LGU6,744
0.0,1,0,3,Q13042,620
0.0,1,1,2,Q9S7I8,447
0.0,1,0,3,Q9YHZ6,567
0.0,1,0,0,P07834,779
0.0,1,1,3,Q9LJ87,415
0.0,1,0,1,Q9TVL3,478
0.0,1,0,2,Q20646,644
0.0,1,0,4,Q76N32,757
0.0,1,0,1,Q8NHQ1,597
0.0,1,0,2,Q9Y592,701
0.0,1,0,3,Q96GE4,821
0.0,1,0,3,E9PZM4,1827
0.0,1,0,0,Q8TDI0,1954
0.0,1,0,0,D3ZD32,1948
0.0,1,0,4,Q09XV5,2582
0.0,1,0,4,Q93833,412
0.0,1,0,4,Q9DB34,222
0.0,1,0,4,Q6PK04,289
0.0,1,0,1,Q9Y7U9,484
0.0,1,1,4,P30183,428
0.0,1,0,2,Q810U5,305
0.0,1,0,3,Q9H0W5,538
0.0,1,0,0,Q9JJV4,327
0.0,1,0,1,Q52KE7,532
0.0,1,0,1,Q96S94,520
0.0,1,1,2,Q6K9A2,338
0.0,1,0,0,O54689,367
0.0,1,0,0,O00421,344
0.0,1,0,4,Q6P3G4,263
0.0,1,0,3,P11836,297
0.0,1,0,0,Q7L3B6,337
0.0,1,0,4,P60953,191
0.0,1,0,0,Q69YH5,1023
0.0,1,0,1,Q9BXL8,241
0.0,1,0,1,P39951,297
0.0,1,1,3,P53684,542
0.0,1,1,2,Q6NLQ6,538
0.0,1,0,2,Q9H211,546
0.0,1,0,4,Q9Y6F8,540
0.0,1,0,4,Q9WTK2-2,544
0.0,1,1,3,A2ZDX9,172
0.0,1,0,4,Q8CFP6,273
0.0,1,1,3,Q39009,344
0.0,1,0,0,Q8BG36,561
0.0,1,1,0,Q9LFE0,820
0.0,1,0,3,Q9CQS7,118
0.0,1,0,1,P47027,764
0.0,1,0,2,P87174,210
0.0,1,0,1,Q9NY33,737
0.0,1,0,0,Q8CCG4,296
0.0,1,0,3,Q5VJS5,420
0.0,1,0,2,B9EJR8,853
0.0,1,0,4,O54784,448
0.0,1,1,2,Q9M086,1883
0.0,1,0,1,Q99J79,432
0.0,1,0,2,Q9NR30,783
0.0,1,0,0,Q9DGP9,483
0.0,1,0,3,Q96GQ7,796
0.0,1,0,2,Q9H0S4,455
0.0,1,0,0,Q5TB30,811
0.0,1,0,3,O08560,929
0.0,1,0,1,Q9VKD6,231
0.0,1,0,0,P39517,506
0.0,1,0,3,Q21773,489
0.0,1,0,1,Q99J87,678
0.0,1,1,1,O04259,214
0.0,1,1,4,Q9ZVT1,670
0.0,1,1,3,Q0WNB1,243
0.0,1,1,0,Q9FFA2,426
0.0,1,0,2,Q9P6I2,476
0.0,1,1,1,A0A178VEK7,300
0.0,1,0,4,O75319,377
0.0,1,0,2,Q06349,442
0.0,1,0,1,O77932,396
0.0,1,1,4,Q9FGN8,639
0.0,1,0,3,Q9JJ79,4306
0.0,1,0,4,Q78P75,89
0.0,1,0,0,P39053,867
0.0,1,0,4,Q63470,763
0.0,1,0,1,P39995,279
0.0,1,0,0,G5EBR8,247
0.0,1,0,2,P53080,175
0.0,1,1,3,P43643,447
0.0,1,0,3,P02994,458
0.0,1,0,1,Q3E705,233
0.0,1,0,1,P53970,246
0.0,1,0,3,Q8BG67,819
0.0,1,0,3,Q04089,582
0.0,1,0,2,Q12429,685
0.0,1,0,1,Q86TI2,863
0.0,1,0,1,B7XDF1,170
0.0,1,0,1,Q9H410,356
0.0,1,1,2,Q9SIA5,476
0.0,1,1,3,O81039,205
0.0,1,1,0,Q7XBS0,721
0.0,1,0,3,Q91790,369
0.0,1,0,0,O43812,170
0.0,1,0,4,Q61214,763
0.0,1,0,2,Q9V3D5,722
0.0,1,0,4,Q86Y13,1208
0.0,1,0,1,Q9Z2R9,619
0.0,1,0,4,Q01094,437
0.0,1,0,1,A0AVK6,867
0.0,1,0,4,O42924,272
0.0,1,0,0,O59773,994
0.0,1,1,1,Q96327,392
0.0,1,0,3,Q99848,306
0.0,1,0,3,C6Y4C5,84
